time,battery,temperature,x,y,z,0_radar,1_radar,2_radar,3_radar,4_radar,5_radar,6_radar,7_radar,package_type,f_cnt,dr,snr,rssi
2024-02-13 11:39:59.709,3.02,14.12,458,-249,-1423,63,18,16,12,9,6,11,10,PackageType.CHANGE,229,1,8.8,-100
2024-02-13 11:53:30.483,3.04,15.25,216,-243,-1328,59,13,10,5,5,10,10,3,PackageType.CHANGE,231,1,11.8,-96
2024-02-13 12:07:58.041,3.04,16.0,179,-248,-1239,67,13,7,6,6,6,5,5,PackageType.CHANGE,232,1,13,-103
2024-02-13 12:17:58.606,3.04,16.0,170,-249,-1218,72,17,7,5,6,6,6,5,PackageType.HEART_BEAT,233,1,11,-95
2024-02-13 12:27:57.606,3.04,16.5,167,-251,-1211,72,17,7,5,6,6,6,5,PackageType.HEART_BEAT,233,1,11,-95
2024-02-13 12:37:57.606,3.04,16.88,159,-253,-1195,72,17,7,5,6,6,6,5,PackageType.HEART_BEAT,233,1,11,-95
2024-02-13 12:47:59.143,3.04,17.25,155,-251,-1184,52,13,8,4,5,6,7,7,PackageType.HEART_BEAT,234,1,12.5,-107
2024-02-13 12:57:59.143,3.04,17.62,154,-253,-1182,52,13,8,4,5,6,7,7,PackageType.HEART_BEAT,234,1,12.5,-107
2024-02-13 13:08:00.143,3.04,18.0,148,-254,-1164,52,13,8,4,5,6,7,7,PackageType.HEART_BEAT,234,1,12.5,-107
2024-02-13 13:17:59.907,3.04,18.38,141,-249,-1149,55,11,7,6,6,6,6,6,PackageType.HEART_BEAT,235,1,8.8,-101
2024-02-13 13:27:58.907,3.04,18.62,132,-254,-1146,55,11,7,6,6,6,6,6,PackageType.HEART_BEAT,235,1,8.8,-101
2024-02-13 13:37:58.907,3.04,19.0,135,-252,-1141,55,11,7,6,6,6,6,6,PackageType.HEART_BEAT,235,1,8.8,-101
2024-02-13 13:47:59.446,3.04,19.12,130,-250,-1138,48,9,8,6,4,6,6,5,PackageType.HEART_BEAT,236,1,11.2,-102
2024-02-13 13:58:01.446,3.04,19.38,129,-251,-1126,48,9,8,6,4,6,6,5,PackageType.HEART_BEAT,236,1,11.2,-102
2024-02-13 14:08:02.446,3.04,19.62,126,-251,-1119,48,9,8,6,4,6,6,5,PackageType.HEART_BEAT,236,1,11.2,-102
2024-02-13 14:18:02.381,3.04,19.75,123,-247,-1117,44,10,7,5,7,7,5,4,PackageType.HEART_BEAT,237,1,9.2,-96
2024-02-13 14:28:02.381,3.04,20.0,119,-250,-1113,44,10,7,5,7,7,5,4,PackageType.HEART_BEAT,237,1,9.2,-96
2024-02-13 14:38:02.381,3.04,20.12,121,-252,-1113,44,10,7,5,7,7,5,4,PackageType.HEART_BEAT,237,1,9.2,-96
2024-02-13 14:48:02.386,3.04,20.38,113,-251,-1101,38,9,8,5,5,5,6,4,PackageType.HEART_BEAT,238,1,6.2,-119
2024-02-13 14:58:02.386,3.04,20.5,109,-248,-1102,38,9,8,5,5,5,6,4,PackageType.HEART_BEAT,238,1,6.2,-119
2024-02-13 15:08:01.386,3.04,20.62,107,-253,-1098,38,9,8,5,5,5,6,4,PackageType.HEART_BEAT,238,1,6.2,-119
2024-02-13 15:18:00.947,3.04,20.75,110,-249,-1088,41,10,6,5,7,7,5,6,PackageType.HEART_BEAT,239,2,5.8,-109
2024-02-13 15:27:59.947,3.04,20.88,107,-252,-1093,41,10,6,5,7,7,5,6,PackageType.HEART_BEAT,239,2,5.8,-109
2024-02-13 15:37:58.947,3.04,21.0,108,-252,-1088,41,10,6,5,7,7,5,6,PackageType.HEART_BEAT,239,2,5.8,-109
2024-02-13 15:47:58.465,3.04,21.0,104,-251,-1085,38,10,6,4,7,7,5,6,PackageType.HEART_BEAT,240,2,6,-108
2024-02-13 15:57:59.465,3.04,21.12,100,-252,-1086,38,10,6,4,7,7,5,6,PackageType.HEART_BEAT,240,2,6,-108
2024-02-13 16:08:01.465,3.04,21.25,101,-253,-1077,38,10,6,4,7,7,5,6,PackageType.HEART_BEAT,240,2,6,-108
2024-02-13 16:17:58.507,3.04,21.25,101,-251,-1079,38,8,7,5,5,5,7,7,PackageType.HEART_BEAT,241,2,6.2,-113
2024-02-13 16:27:58.507,3.04,21.25,102,-252,-1076,38,8,7,5,5,5,7,7,PackageType.HEART_BEAT,241,2,6.2,-113
2024-02-13 16:37:58.507,3.04,21.38,99,-254,-1077,38,8,7,5,5,5,7,7,PackageType.HEART_BEAT,241,2,6.2,-113
2024-02-13 16:47:57.284,3.04,21.38,101,-254,-1071,40,9,8,6,6,6,6,4,PackageType.HEART_BEAT,242,2,3.8,-112
2024-02-13 16:58:00.284,3.04,21.5,98,-254,-1074,40,9,8,6,6,6,6,4,PackageType.HEART_BEAT,242,2,3.8,-112
2024-02-13 17:08:00.284,3.04,21.5,98,-253,-1073,40,9,8,6,6,6,6,4,PackageType.HEART_BEAT,242,2,3.8,-112
2024-02-13 17:18:00.029,3.04,21.5,96,-253,-1068,37,9,6,5,7,7,6,6,PackageType.HEART_BEAT,243,2,4.2,-107
2024-02-13 17:28:00.029,3.04,21.5,99,-252,-1064,37,9,6,5,7,7,6,6,PackageType.HEART_BEAT,243,2,4.2,-107
2024-02-13 17:38:00.029,3.04,21.62,99,-253,-1072,37,9,6,5,7,7,6,6,PackageType.HEART_BEAT,243,2,4.2,-107
2024-02-13 17:47:59.665,3.04,21.62,98,-256,-1068,37,10,7,6,6,7,7,7,PackageType.HEART_BEAT,244,2,6,-109
2024-02-13 17:57:59.665,3.04,21.62,98,-258,-1063,37,10,7,6,6,7,7,7,PackageType.HEART_BEAT,244,2,6,-109
2024-02-13 18:07:59.665,3.04,21.75,98,-251,-1072,37,10,7,6,6,7,7,7,PackageType.HEART_BEAT,244,2,6,-109
2024-02-13 18:17:58.106,3.04,21.75,94,-256,-1068,40,9,8,6,6,5,4,5,PackageType.HEART_BEAT,245,2,7.2,-111
2024-02-13 18:27:57.106,3.04,21.75,97,-259,-1067,40,9,8,6,6,5,4,5,PackageType.HEART_BEAT,245,2,7.2,-111
2024-02-13 18:37:55.106,3.04,21.75,96,-250,-1063,40,9,8,6,6,5,4,5,PackageType.HEART_BEAT,245,2,7.2,-111
2024-02-13 18:47:55.151,3.04,21.75,95,-256,-1065,40,10,6,5,5,6,6,4,PackageType.HEART_BEAT,246,2,6.2,-111
2024-02-13 18:57:56.151,3.04,21.75,97,-254,-1062,40,10,6,5,5,6,6,4,PackageType.HEART_BEAT,246,2,6.2,-111
2024-02-13 19:07:55.151,3.04,21.88,91,-250,-1062,40,10,6,5,5,6,6,4,PackageType.HEART_BEAT,246,2,6.2,-111
2024-02-13 19:17:55.543,3.04,21.75,97,-252,-1061,37,10,8,6,6,5,5,5,PackageType.HEART_BEAT,247,2,6,-111
2024-02-13 19:27:55.543,3.04,21.88,96,-251,-1060,37,10,8,6,6,5,5,5,PackageType.HEART_BEAT,247,2,6,-111
2024-02-13 19:37:53.543,3.04,21.88,97,-254,-1063,37,10,8,6,6,5,5,5,PackageType.HEART_BEAT,247,2,6,-111
2024-02-13 19:47:53.182,3.04,21.88,95,-257,-1059,39,11,8,5,4,4,5,6,PackageType.HEART_BEAT,248,2,6,-114
2024-02-13 19:57:53.182,3.04,21.88,94,-251,-1062,39,11,8,5,4,4,5,6,PackageType.HEART_BEAT,248,2,6,-114
2024-02-13 20:07:57.182,3.04,21.88,95,-257,-1062,39,11,8,5,4,4,5,6,PackageType.HEART_BEAT,248,2,6,-114
2024-02-13 20:17:55.044,3.04,21.88,96,-257,-1066,36,13,8,5,5,5,5,5,PackageType.HEART_BEAT,249,2,4.5,-113
2024-02-13 20:27:56.044,3.04,21.88,94,-254,-1056,36,13,8,5,5,5,5,5,PackageType.HEART_BEAT,249,2,4.5,-113
2024-02-13 20:37:55.044,3.04,21.88,97,-252,-1060,36,13,8,5,5,5,5,5,PackageType.HEART_BEAT,249,2,4.5,-113
2024-02-13 20:47:54.870,3.04,21.88,95,-256,-1059,40,8,8,4,6,5,5,5,PackageType.HEART_BEAT,250,2,5.2,-117
2024-02-13 20:57:54.870,3.04,21.88,93,-255,-1060,40,8,8,4,6,5,5,5,PackageType.HEART_BEAT,250,2,5.2,-117
2024-02-13 21:07:54.870,3.04,21.88,98,-257,-1064,40,8,8,4,6,5,5,5,PackageType.HEART_BEAT,250,2,5.2,-117
2024-02-13 21:17:53.845,3.04,21.88,95,-253,-1057,33,10,8,6,5,5,5,4,PackageType.HEART_BEAT,251,2,6.8,-106
2024-02-13 21:27:54.845,3.04,21.88,95,-254,-1061,33,10,8,6,5,5,5,4,PackageType.HEART_BEAT,251,2,6.8,-106
2024-02-13 21:37:54.845,3.04,21.88,96,-252,-1065,33,10,8,6,5,5,5,4,PackageType.HEART_BEAT,251,2,6.8,-106
2024-02-13 21:47:52.910,3.04,21.88,97,-256,-1062,37,11,7,7,7,5,6,6,PackageType.HEART_BEAT,252,2,5.2,-113
2024-02-13 21:57:52.910,3.04,21.88,95,-251,-1058,37,11,7,7,7,5,6,6,PackageType.HEART_BEAT,252,2,5.2,-113
2024-02-13 22:07:54.910,3.04,21.88,94,-255,-1062,37,11,7,7,7,5,6,6,PackageType.HEART_BEAT,252,2,5.2,-113
2024-02-13 22:17:53.766,3.04,21.88,97,-256,-1056,41,11,6,6,6,6,6,5,PackageType.HEART_BEAT,253,2,7.2,-111
2024-02-13 22:27:53.766,3.04,21.88,98,-252,-1060,41,11,6,6,6,6,6,5,PackageType.HEART_BEAT,253,2,7.2,-111
2024-02-13 22:37:55.766,3.04,21.88,98,-250,-1061,41,11,6,6,6,6,6,5,PackageType.HEART_BEAT,253,2,7.2,-111
2024-02-13 22:47:55.479,3.04,21.88,97,-254,-1064,34,10,7,5,6,6,6,6,PackageType.HEART_BEAT,254,2,-11.5,-121
2024-02-13 22:57:56.479,3.04,21.88,97,-252,-1064,34,10,7,5,6,6,6,6,PackageType.HEART_BEAT,254,2,-11.5,-121
2024-02-13 23:07:54.479,3.04,21.88,96,-253,-1063,34,10,7,5,6,6,6,6,PackageType.HEART_BEAT,254,2,-11.5,-121
2024-02-13 23:17:55.143,3.04,21.88,97,-258,-1060,35,9,9,3,5,5,5,6,PackageType.HEART_BEAT,255,2,7.5,-109
2024-02-13 23:27:54.143,3.04,21.88,95,-252,-1066,35,9,9,3,5,5,5,6,PackageType.HEART_BEAT,255,2,7.5,-109
2024-02-13 23:37:53.143,3.04,21.88,98,-253,-1061,35,9,9,3,5,5,5,6,PackageType.HEART_BEAT,255,2,7.5,-109
2024-02-13 23:47:55.039,3.04,21.88,94,-255,-1068,35,9,6,6,6,5,6,6,PackageType.HEART_BEAT,256,2,3.8,-112
2024-02-13 23:57:54.039,3.04,21.88,95,-254,-1063,35,9,6,6,6,5,6,6,PackageType.HEART_BEAT,256,2,3.8,-112
2024-02-14 00:07:54.039,3.04,21.88,96,-256,-1057,35,9,6,6,6,5,6,6,PackageType.HEART_BEAT,256,2,3.8,-112
2024-02-14 00:17:52.747,3.04,21.88,98,-255,-1061,34,11,8,7,5,5,8,8,PackageType.HEART_BEAT,257,2,6,-110
2024-02-14 00:27:52.747,3.04,21.88,94,-254,-1059,34,11,8,7,5,5,8,8,PackageType.HEART_BEAT,257,2,6,-110
2024-02-14 00:37:54.747,3.04,21.88,95,-253,-1062,34,11,8,7,5,5,8,8,PackageType.HEART_BEAT,257,2,6,-110
2024-02-14 00:47:51.608,3.04,21.88,97,-253,-1062,40,9,6,5,7,7,6,5,PackageType.HEART_BEAT,258,2,5.8,-112
2024-02-14 00:57:54.608,3.04,21.88,99,-253,-1066,40,9,6,5,7,7,6,5,PackageType.HEART_BEAT,258,2,5.8,-112
2024-02-14 01:07:52.608,3.04,21.75,97,-256,-1066,40,9,6,5,7,7,6,5,PackageType.HEART_BEAT,258,2,5.8,-112
2024-02-14 01:17:50.801,3.04,21.88,99,-253,-1067,34,8,8,8,7,6,6,6,PackageType.HEART_BEAT,259,2,7.2,-109
2024-02-14 01:27:50.801,3.04,21.88,98,-257,-1064,34,8,8,8,7,6,6,6,PackageType.HEART_BEAT,259,2,7.2,-109
2024-02-14 01:37:50.801,3.04,21.88,97,-256,-1057,34,8,8,8,7,6,6,6,PackageType.HEART_BEAT,259,2,7.2,-109
2024-02-14 01:47:50.303,3.04,21.88,98,-253,-1066,36,11,7,5,5,6,6,6,PackageType.HEART_BEAT,260,2,6,-111
2024-02-14 01:57:49.303,3.04,21.88,98,-254,-1062,36,11,7,5,5,6,6,6,PackageType.HEART_BEAT,260,2,6,-111
2024-02-14 02:07:47.303,3.04,21.75,96,-254,-1067,36,11,7,5,5,6,6,6,PackageType.HEART_BEAT,260,2,6,-111
2024-02-14 02:17:46.346,3.04,21.75,100,-255,-1062,38,7,6,5,5,6,7,6,PackageType.HEART_BEAT,261,2,5,-111
2024-02-14 02:27:45.346,3.04,21.88,98,-251,-1062,38,7,6,5,5,6,7,6,PackageType.HEART_BEAT,261,2,5,-111
2024-02-14 02:37:45.346,3.04,21.75,98,-251,-1062,38,7,6,5,5,6,7,6,PackageType.HEART_BEAT,261,2,5,-111
2024-02-14 02:47:44.790,3.04,21.75,97,-253,-1066,36,9,7,5,5,6,6,6,PackageType.HEART_BEAT,262,2,7,-111
2024-02-14 02:57:43.790,3.04,21.88,99,-252,-1063,36,9,7,5,5,6,6,6,PackageType.HEART_BEAT,262,2,7,-111
2024-02-14 03:07:43.790,3.04,21.75,94,-259,-1061,36,9,7,5,5,6,6,6,PackageType.HEART_BEAT,262,2,7,-111
2024-02-14 03:17:45.188,3.04,21.88,98,-255,-1060,34,8,8,4,5,5,5,7,PackageType.HEART_BEAT,263,2,6.5,-111
2024-02-14 03:27:47.188,3.04,21.75,99,-253,-1063,34,8,8,4,5,5,5,7,PackageType.HEART_BEAT,263,2,6.5,-111
2024-02-14 03:37:47.188,3.04,21.75,94,-251,-1063,34,8,8,4,5,5,5,7,PackageType.HEART_BEAT,263,2,6.5,-111
2024-02-14 03:47:44.400,3.04,21.75,99,-253,-1067,39,10,5,4,5,6,6,5,PackageType.HEART_BEAT,264,2,6.2,-111
2024-02-14 03:57:45.400,3.04,21.75,101,-255,-1061,39,10,5,4,5,6,6,5,PackageType.HEART_BEAT,264,2,6.2,-111
2024-02-14 04:07:44.400,3.04,21.75,96,-253,-1067,39,10,5,4,5,6,6,5,PackageType.HEART_BEAT,264,2,6.2,-111
2024-02-14 04:17:43.223,3.04,21.75,100,-257,-1066,35,9,9,6,6,6,5,5,PackageType.HEART_BEAT,265,3,7.8,-111
2024-02-14 04:27:41.223,3.04,21.75,100,-258,-1065,35,9,9,6,6,6,5,5,PackageType.HEART_BEAT,265,3,7.8,-111
2024-02-14 04:37:42.223,3.04,21.75,98,-249,-1066,35,9,9,6,6,6,5,5,PackageType.HEART_BEAT,265,3,7.8,-111
2024-02-14 04:47:40.825,3.04,21.75,96,-250,-1062,31,8,8,5,4,6,6,4,PackageType.HEART_BEAT,266,3,8.8,-111
2024-02-14 04:57:39.825,3.04,21.75,95,-257,-1065,31,8,8,5,4,6,6,4,PackageType.HEART_BEAT,266,3,8.8,-111
2024-02-14 05:07:38.825,3.04,21.75,101,-254,-1067,31,8,8,5,4,6,6,4,PackageType.HEART_BEAT,266,3,8.8,-111
2024-02-14 05:17:38.260,3.04,21.75,98,-254,-1069,35,8,9,6,7,7,5,5,PackageType.HEART_BEAT,267,3,6.8,-109
2024-02-14 05:27:39.260,3.04,21.75,96,-260,-1062,35,8,9,6,7,7,5,5,PackageType.HEART_BEAT,267,3,6.8,-109
2024-02-14 05:37:39.260,3.04,21.75,98,-257,-1067,35,8,9,6,7,7,5,5,PackageType.HEART_BEAT,267,3,6.8,-109
2024-02-14 05:47:39.978,3.04,21.75,99,-255,-1066,35,9,6,6,6,6,6,6,PackageType.HEART_BEAT,268,3,6.5,-107
2024-02-14 05:57:41.978,3.04,21.75,98,-254,-1064,35,9,6,6,6,6,6,6,PackageType.HEART_BEAT,268,3,6.5,-107
2024-02-14 06:07:41.978,3.04,21.75,99,-255,-1066,35,9,6,6,6,6,6,6,PackageType.HEART_BEAT,268,3,6.5,-107
2024-02-14 06:17:42.361,3.04,21.75,101,-255,-1064,35,8,8,5,6,6,5,5,PackageType.HEART_BEAT,269,3,4.5,-111
2024-02-14 06:27:40.361,3.04,21.75,98,-255,-1067,35,8,8,5,6,6,5,5,PackageType.HEART_BEAT,269,3,4.5,-111
2024-02-14 06:37:39.361,3.04,21.75,101,-255,-1063,35,8,8,5,6,6,5,5,PackageType.HEART_BEAT,269,3,4.5,-111
2024-02-14 06:47:38.385,3.04,21.75,100,-253,-1070,33,8,7,5,6,6,6,6,PackageType.HEART_BEAT,270,3,12.2,-97
2024-02-14 06:57:35.385,3.04,21.75,98,-255,-1069,33,8,7,5,6,6,6,6,PackageType.HEART_BEAT,270,3,12.2,-97
2024-02-14 07:07:38.385,3.04,21.75,99,-255,-1073,33,8,7,5,6,6,6,6,PackageType.HEART_BEAT,270,3,12.2,-97
2024-02-14 07:17:39.023,3.04,21.75,98,-254,-1071,32,9,6,5,5,5,6,5,PackageType.HEART_BEAT,271,3,11.8,-97
2024-02-14 07:27:41.023,3.04,21.75,99,-254,-1074,32,9,6,5,5,5,6,5,PackageType.HEART_BEAT,271,3,11.8,-97
2024-02-14 07:37:41.023,3.04,21.75,98,-253,-1068,32,9,6,5,5,5,6,5,PackageType.HEART_BEAT,271,3,11.8,-97
2024-02-14 07:47:39.886,3.04,21.75,96,-255,-1072,38,9,7,5,5,5,6,6,PackageType.HEART_BEAT,272,3,9.5,-96
2024-02-14 07:57:39.886,3.04,21.75,99,-253,-1073,38,9,7,5,5,5,6,6,PackageType.HEART_BEAT,272,3,9.5,-96
2024-02-14 08:07:39.886,3.04,21.75,98,-253,-1066,38,9,7,5,5,5,6,6,PackageType.HEART_BEAT,272,3,9.5,-96
2024-02-14 08:17:39.420,3.04,21.75,100,-254,-1072,32,7,7,5,7,7,6,4,PackageType.HEART_BEAT,273,3,11.5,-99
2024-02-14 08:27:38.420,3.04,21.75,98,-251,-1064,32,7,7,5,7,7,6,4,PackageType.HEART_BEAT,273,3,11.5,-99
2024-02-14 08:37:38.420,3.04,21.75,99,-257,-1070,32,7,7,5,7,7,6,4,PackageType.HEART_BEAT,273,3,11.5,-99
2024-02-14 08:47:38.064,3.04,21.75,98,-252,-1063,37,8,8,6,6,5,4,5,PackageType.HEART_BEAT,274,3,11.5,-100
2024-02-14 08:57:38.064,3.04,21.75,100,-255,-1070,37,8,8,6,6,5,4,5,PackageType.HEART_BEAT,274,3,11.5,-100
2024-02-14 09:07:36.064,3.04,21.88,100,-257,-1065,37,8,8,6,6,5,4,5,PackageType.HEART_BEAT,274,3,11.5,-100
2024-02-14 09:32:12.144,3.04,21.88,279,179,-957,79,18,6,5,5,5,6,5,PackageType.CHANGE,275,3,11,-100
2024-02-14 09:42:10.559,3.04,21.88,280,175,-952,80,17,10,6,6,5,5,4,PackageType.HEART_BEAT,276,3,10.8,-101
2024-02-14 09:52:12.559,3.04,21.88,281,171,-954,80,17,10,6,6,5,5,4,PackageType.HEART_BEAT,276,3,10.8,-101
2024-02-14 10:02:12.559,3.04,21.88,279,175,-955,80,17,10,6,6,5,5,4,PackageType.HEART_BEAT,276,3,10.8,-101
2024-02-14 10:13:35.703,3.04,21.88,369,-157,-1383,62,12,5,5,5,6,6,4,PackageType.CHANGE,277,3,12,-103
2024-02-14 10:30:34.499,3.04,22.0,-100,-367,-859,37,20,5,6,6,4,4,5,PackageType.CHANGE,278,3,-2.8,-119
2024-02-20 07:16:02.603,3.06,23.75,942,-85,-633,70,32,12,5,9,9,8,6,PackageType.CHANGE,595,0,8.2,-96
2024-02-20 07:17:27.386,3.06,23.75,902,-90,-649,64,24,5,6,6,7,7,5,PackageType.CHANGE,596,0,11,-95
2024-02-20 07:35:41.410,3.04,20.62,308,-88,-1146,29,15,5,6,6,6,4,5,PackageType.CHANGE,599,0,9.8,-90
2024-02-20 07:38:21.121,3.06,20.12,380,-106,-1117,59,47,6,6,5,6,5,5,PackageType.CHANGE,600,0,3.8,-84
2024-02-20 07:45:51.027,3.06,19.12,319,-101,-1157,63,29,9,9,5,5,5,7,PackageType.CHANGE,601,0,8.2,-97
2024-02-20 07:48:11.704,3.04,18.75,413,-278,-784,53,33,10,9,8,8,8,8,PackageType.CHANGE,602,0,8.5,-90
2024-02-20 07:48:40.702,3.06,18.75,376,-232,-818,67,15,10,7,9,9,6,8,PackageType.CHANGE,603,0,9.5,-83
2024-02-20 07:50:25.404,3.04,18.5,103,-93,-786,94,44,13,6,5,6,10,10,PackageType.CHANGE,604,0,9.8,-81
2024-02-20 07:51:40.206,3.04,18.38,222,-335,-853,43,34,17,7,10,10,6,5,PackageType.CHANGE,605,0,6,-99
2024-02-20 07:53:10.383,3.06,18.12,358,-273,-852,77,41,12,11,9,9,8,8,PackageType.CHANGE,606,0,-14.8,-118
2024-02-20 08:03:32.080,3.04,17.62,393,-240,-886,148,33,7,7,7,10,10,8,PackageType.HEART_BEAT,608,0,-16.8,-120
2024-02-20 08:13:32.080,3.04,16.88,409,-241,-917,148,33,7,7,7,10,10,8,PackageType.HEART_BEAT,608,0,-16.8,-120
2024-02-20 08:23:33.080,3.04,15.75,419,-237,-957,148,33,7,7,7,10,10,8,PackageType.HEART_BEAT,608,0,-16.8,-120
2024-02-20 08:35:15.242,3.06,13.88,218,-16,-922,168,48,9,9,7,11,11,10,PackageType.CHANGE,610,0,-13.8,-115
2024-02-20 08:38:39.139,3.04,13.5,163,-56,-934,129,39,8,6,13,14,8,7,PackageType.CHANGE,611,1,11,-77
2024-02-20 08:40:53.660,3.04,13.38,121,-52,-949,129,46,20,18,18,9,12,15,PackageType.CHANGE,612,1,10.2,-89
2024-02-20 08:46:43.468,3.04,12.88,171,-71,-955,88,53,16,13,8,7,7,7,PackageType.CHANGE,613,1,10.2,-76
2024-02-20 08:48:07.440,3.04,12.62,405,-339,-519,89,37,12,8,5,7,7,6,PackageType.CHANGE,614,1,11,-103
2024-02-20 08:52:02.888,3.04,11.12,490,-57,-1575,14,6,5,6,6,5,7,7,PackageType.CHANGE,615,1,-2.5,-105
2024-02-20 09:02:01.105,3.04,11.12,466,-46,-1517,11,5,6,6,8,8,6,5,PackageType.HEART_BEAT,616,1,8.8,-113
2024-02-20 09:12:02.105,3.04,12.12,483,-49,-1558,11,5,6,6,8,8,6,5,PackageType.HEART_BEAT,616,1,8.8,-113
2024-02-20 09:22:04.105,3.04,11.12,488,-48,-1553,11,5,6,6,8,8,6,5,PackageType.HEART_BEAT,616,1,8.8,-113
2024-02-20 09:32:02.128,3.04,10.88,493,-48,-1571,10,6,6,5,5,5,5,5,PackageType.HEART_BEAT,617,1,8.2,-104
2024-02-20 09:42:00.128,3.04,10.38,501,-44,-1581,10,6,6,5,5,5,5,5,PackageType.HEART_BEAT,617,1,8.2,-104
2024-02-20 09:52:00.128,3.04,10.0,494,-51,-1583,10,6,6,5,5,5,5,5,PackageType.HEART_BEAT,617,1,8.2,-104
2024-02-20 10:17:46.785,3.04,9.5,745,-144,-1660,18,18,17,29,46,31,58,43,PackageType.CHANGE,618,1,9.2,-113
2024-02-20 10:20:52.725,3.04,8.88,509,-45,-1619,11,6,5,5,5,5,5,3,PackageType.CHANGE,619,1,11.8,-98
2024-02-20 10:30:51.867,3.04,9.0,502,-51,-1603,14,7,5,7,6,6,6,6,PackageType.HEART_BEAT,620,1,11.8,-109
2024-02-20 10:40:53.867,3.04,9.25,502,-52,-1603,14,7,5,7,6,6,6,6,PackageType.HEART_BEAT,620,1,11.8,-109
2024-02-20 10:50:54.867,3.04,9.25,505,-51,-1601,14,7,5,7,6,6,6,6,PackageType.HEART_BEAT,620,1,11.8,-109
2024-02-20 11:00:53.500,3.04,9.25,498,-50,-1602,10,5,5,5,5,6,6,7,PackageType.HEART_BEAT,621,1,5.2,-110
2024-02-20 11:10:54.500,3.04,9.38,494,-54,-1595,10,5,5,5,5,6,6,7,PackageType.HEART_BEAT,621,1,5.2,-110
2024-02-20 11:20:56.500,3.04,9.5,492,-49,-1579,10,5,5,5,5,6,6,7,PackageType.HEART_BEAT,621,1,5.2,-110
2024-02-20 11:30:53.845,3.04,9.75,487,-57,-1566,10,7,5,5,5,6,6,5,PackageType.HEART_BEAT,623,1,5.8,-111
2024-02-20 11:40:55.845,3.04,10.12,481,-51,-1546,10,7,5,5,5,6,6,5,PackageType.HEART_BEAT,623,1,5.8,-111
2024-02-20 11:50:56.845,3.04,10.5,481,-51,-1555,10,7,5,5,5,6,6,5,PackageType.HEART_BEAT,623,1,5.8,-111
2024-02-20 12:10:49.641,3.04,10.25,528,100,-1604,10,7,7,5,5,4,6,7,PackageType.CHANGE,624,2,9.2,-97
2024-02-20 12:13:39.146,3.04,10.0,485,-54,-1570,10,6,6,6,6,6,6,5,PackageType.CHANGE,625,2,10.2,-101
2024-02-20 12:23:38.642,3.04,10.0,477,-57,-1546,10,7,7,4,7,7,6,3,PackageType.HEART_BEAT,626,2,6.5,-103
2024-02-20 12:33:41.642,3.04,10.75,474,-54,-1543,10,7,7,4,7,7,6,3,PackageType.HEART_BEAT,626,2,6.5,-103
2024-02-20 12:43:40.642,3.04,10.75,466,-60,-1521,10,7,7,4,7,7,6,3,PackageType.HEART_BEAT,626,2,6.5,-103
2024-02-20 12:53:40.845,3.04,11.38,456,-55,-1491,9,5,6,6,6,5,4,6,PackageType.HEART_BEAT,627,2,6.2,-102
2024-02-20 13:03:37.845,3.04,12.25,464,-54,-1516,9,5,6,6,6,5,4,6,PackageType.HEART_BEAT,627,2,6.2,-102
2024-02-20 13:13:38.845,3.04,11.5,451,-58,-1483,9,5,6,6,6,5,4,6,PackageType.HEART_BEAT,627,2,6.2,-102
2024-02-20 13:23:37.660,3.04,12.38,459,-57,-1508,9,5,6,6,6,4,5,6,PackageType.HEART_BEAT,628,2,8.8,-99
2024-02-20 13:33:36.660,3.04,11.75,475,-57,-1546,9,5,6,6,6,4,5,6,PackageType.HEART_BEAT,628,2,8.8,-99
2024-02-20 13:43:37.660,3.04,10.88,481,-50,-1575,9,5,6,6,6,4,5,6,PackageType.HEART_BEAT,628,2,8.8,-99
2024-02-20 13:53:36.483,3.04,10.12,490,-53,-1592,9,6,5,5,5,5,5,6,PackageType.HEART_BEAT,629,2,10.5,-101
2024-02-20 14:03:37.483,3.04,9.62,497,-53,-1609,9,6,5,5,5,5,5,6,PackageType.HEART_BEAT,629,2,10.5,-101
2024-02-20 14:13:35.483,3.04,9.12,499,-53,-1618,9,6,5,5,5,5,5,6,PackageType.HEART_BEAT,629,2,10.5,-101
2024-02-20 14:23:37.100,3.04,8.88,502,-53,-1626,11,7,7,5,5,5,4,6,PackageType.HEART_BEAT,630,2,8,-102
2024-02-20 14:33:38.100,3.04,8.62,504,-56,-1627,11,7,7,5,5,5,4,6,PackageType.HEART_BEAT,630,2,8,-102
2024-02-20 14:43:38.100,3.04,8.5,510,-57,-1632,11,7,7,5,5,5,4,6,PackageType.HEART_BEAT,630,2,8,-102
2024-02-20 14:53:38.307,3.04,8.25,511,-53,-1643,11,7,5,5,6,6,6,4,PackageType.HEART_BEAT,631,2,10.5,-101
2024-02-20 15:03:38.307,3.04,7.88,517,-54,-1656,11,7,5,5,6,6,6,4,PackageType.HEART_BEAT,631,2,10.5,-101
2024-02-20 15:13:39.307,3.04,7.75,521,-53,-1671,11,7,5,5,6,6,6,4,PackageType.HEART_BEAT,631,2,10.5,-101
2024-02-20 15:23:37.020,3.04,7.5,515,-54,-1667,10,7,5,6,6,6,5,5,PackageType.HEART_BEAT,632,2,11,-103
2024-02-20 15:33:35.020,3.04,7.5,520,-57,-1671,10,7,5,6,6,6,5,5,PackageType.HEART_BEAT,632,2,11,-103
